,ball skills,physical,postions_Player,defence,mental,shooting,passing,hight,wight,age,value
Dael Fry,60.0,64.14285714285714,CB,74.0,62.0,34.375,56.333333333333336,191,72,24,5500000
Mykola Matvienko,61.0,72.71428571428571,CB,76.5,66.16666666666667,43.625,67.0,181,76,25,5500000
Raillo,56.5,41.857142857142854,CB,73.5,64.33333333333333,44.25,54.0,187,80,30,2500000
Julien Laporte,52.5,64.71428571428571,CB,73.5,52.666666666666664,35.25,47.666666666666664,185,82,27,2500000
Matej Jonjić,46.5,54.857142857142854,CB,77.5,41.5,30.75,52.333333333333336,187,83,30,2500000
Florian Miguel,69.0,71.14285714285714,CB,71.0,66.83333333333333,49.0,65.66666666666667,179,70,25,
Jon Gorenc Stanković,68.0,59.42857142857143,CB,76.0,67.33333333333333,46.625,58.333333333333336,190,78,25,3800000
Gian Marco Ferrari,19.0,51.714285714285715,CB,0.0,0.0,19.0,0.0,189,82,29,
Iago,52.5,64.42857142857143,CB,74.0,58.5,39.625,52.0,188,83,29,2500000
Rob Dickie,60.5,64.0,CB,73.0,56.166666666666664,44.875,57.333333333333336,195,74,25,3800000
Juan Cruz Komar,54.0,66.0,CB,73.0,61.666666666666664,42.25,54.333333333333336,190,83,25,5500000
Miloš Veljković,58.5,64.14285714285714,CB,73.0,61.666666666666664,37.125,57.333333333333336,188,85,26,3600000
Diego Rico,70.0,71.85714285714286,CB,71.0,68.83333333333333,61.625,67.0,183,76,28,2800000
Andrés Mosquera,52.5,70.0,CB,75.0,60.666666666666664,46.0,59.0,182,80,31,2100000
Michał Helik,53.0,69.57142857142857,CB,72.0,62.166666666666664,46.25,51.0,191,80,26,3600000
Helibelton Palacios,59.5,76.85714285714286,CB,68.5,63.666666666666664,42.125,64.0,181,76,28,2800000
Hernán Menosse,39.0,63.142857142857146,CB,73.0,59.166666666666664,47.25,50.0,185,77,34,1000000
Jake Cooper,53.5,62.857142857142854,CB,73.0,58.0,37.875,49.0,199,85,26,3500000
Marcel Tisserand,68.5,70.0,CB,72.0,69.5,58.75,71.66666666666667,190,78,28,2600000
Riccardo Gagliolo,62.0,75.42857142857143,CB,72.5,57.333333333333336,46.625,63.0,180,75,31,2200000
Tin Jedvaj,62.5,68.42857142857143,CB,74.0,61.666666666666664,48.875,64.33333333333333,186,79,25,3600000
Samir,58.5,59.285714285714285,CB,75.5,60.166666666666664,38.875,60.666666666666664,188,80,26,3300000
Fernando Meza,63.5,73.28571428571429,CB,71.5,67.33333333333333,42.125,65.33333333333333,176,74,31,2100000
Sebastian Schonlau,54.0,68.28571428571429,CB,77.0,61.666666666666664,44.0,55.333333333333336,185,80,27,3300000
Igor Lichnovsky,60.0,68.28571428571429,CB,75.5,60.0,42.375,55.0,187,82,27,3200000
Stiven Barreiro,49.0,70.14285714285714,CB,77.0,56.666666666666664,37.25,48.333333333333336,189,78,27,3100000
Jean-Charles Castelletto,62.0,71.71428571428571,CB,73.5,63.166666666666664,38.625,55.666666666666664,185,76,26,3300000
Martín Nervo,33.0,62.857142857142854,CB,73.0,27.5,41.25,19.0,183,81,30,2500000
William Troost-Ekong,43.5,61.0,CB,76.0,59.666666666666664,37.75,48.0,191,92,28,3200000
Róber,63.0,62.285714285714285,CB,76.5,62.166666666666664,45.75,65.0,182,74,26,4000000
Ben Davies,63.0,69.71428571428571,CB,76.5,58.666666666666664,45.5,66.66666666666667,185,74,26,3600000
Carlos Salcedo,62.5,65.42857142857143,CB,71.5,59.0,34.0,54.0,188,77,28,3200000
Óscar Duarte,54.0,59.142857142857146,CB,76.0,60.666666666666664,46.625,54.333333333333336,186,81,32,2000000
Mateo Pavlović,56.5,50.857142857142854,CB,73.0,62.166666666666664,56.5,53.0,196,94,31,2100000
Enzo Roco,59.5,56.42857142857143,CB,76.0,60.166666666666664,40.375,56.666666666666664,192,79,29,2900000
Nicolas Gavory,71.0,73.42857142857143,CB,68.5,67.33333333333333,66.25,72.66666666666667,183,79,26,3500000
Frederico Venâncio,55.0,61.57142857142857,CB,73.5,61.333333333333336,38.625,52.0,186,80,28,3100000
Björn Engels,57.0,59.714285714285715,CB,73.0,67.33333333333333,41.25,64.0,194,83,27,3300000
Julián Velázquez,50.5,66.42857142857143,CB,75.0,61.666666666666664,44.875,49.666666666666664,184,84,30,2500000
Joakim Nilsson,53.0,59.714285714285715,CB,76.5,60.833333333333336,34.75,57.333333333333336,185,78,27,3200000
Edgar Ié,65.5,77.42857142857143,CB,73.5,60.0,51.75,65.0,182,68,27,3100000
Dorian Dessoleil,50.0,61.285714285714285,CB,76.5,62.166666666666664,53.625,59.666666666666664,188,80,29,2600000
Hörður Magnússon,60.5,66.28571428571429,CB,75.5,60.666666666666664,56.375,72.33333333333333,190,81,28,3100000
Christophe Hérelle,61.5,64.71428571428571,CB,74.0,63.833333333333336,50.125,66.0,188,79,29,2900000
Marcus Danielson,57.5,48.42857142857143,CB,76.5,59.333333333333336,36.5,52.666666666666664,192,80,32,2000000
Andy Demeaco,71.0,76.42857142857143,CB,69.5,68.66666666666667,51.625,61.0,180,75,29,2700000
Semi Ajayi,64.0,69.0,CB,72.5,63.0,43.0,49.0,193,83,27,3100000
Emil Krafth,70.5,68.28571428571429,CB,73.5,66.0,59.375,70.0,184,83,27,3300000
Dominique Heintz,29.0,38.57142857142857,CB,36.0,41.833333333333336,44.375,37.333333333333336,190,89,28,
Vlad Chiricheș,62.0,61.0,CB,75.5,62.0,58.125,61.333333333333336,184,75,31,2100000
Luca Ceppitelli,41.5,59.57142857142857,CB,76.5,53.166666666666664,36.875,39.0,186,83,32,2100000
Filip Kiss,66.5,62.714285714285715,CB,70.0,67.0,62.0,63.333333333333336,187,82,31,2500000
Jakub Brabec,29.5,41.285714285714285,CB,73.0,67.33333333333333,50.25,41.333333333333336,187,77,29,
Massadio Haïdara,70.0,76.71428571428571,CB,69.5,64.83333333333333,53.75,64.0,179,76,28,2800000
Lorenzo Tonelli,56.0,63.57142857142857,CB,76.5,58.833333333333336,37.375,49.333333333333336,183,75,31,2100000
Hong Jeong Ho,54.0,75.28571428571429,CB,71.0,64.0,49.25,50.333333333333336,186,77,32,2100000
Timor,70.0,58.857142857142854,CB,70.5,69.5,69.375,70.0,185,81,32,2100000
Lukáš Hejda,61.5,63.285714285714285,CB,73.5,63.333333333333336,42.375,56.666666666666664,189,87,31,2100000
Benjamin Stambouli,67.5,65.57142857142857,CB,71.5,69.66666666666667,51.25,63.666666666666664,180,82,31,2500000
Benjamin Stambouli,67.5,65.57142857142857,CB,71.5,69.66666666666667,51.25,63.666666666666664,180,82,31,2500000
Papy Djilobodji,57.5,64.57142857142857,CB,69.5,59.166666666666664,47.125,55.333333333333336,193,82,32,2000000
Jeffrey Bruma,57.5,57.285714285714285,CB,72.0,65.16666666666667,55.875,56.0,190,88,29,2500000
Stefan Ilsanker,51.5,57.714285714285715,CB,73.0,67.0,50.625,50.666666666666664,190,83,32,2000000
Shaun Hutchinson,52.5,62.57142857142857,CB,71.0,60.0,37.75,52.0,188,80,30,2500000
Steven Caulker,53.0,69.42857142857143,CB,76.0,57.5,39.625,59.0,191,76,29,2500000
Steve Cook,57.5,61.857142857142854,CB,73.5,60.833333333333336,41.375,57.333333333333336,185,82,30,2500000
Shkodran Mustafi,58.0,67.14285714285714,CB,71.5,66.0,57.125,64.0,184,83,29,2500000
Diego Arismendi,68.5,63.285714285714285,CB,70.5,69.16666666666667,56.75,63.0,189,82,33,1500000
Maya Lešković,63.0,63.714285714285715,CB,75.0,61.833333333333336,47.5,50.333333333333336,189,79,33,2000000
John Boye,57.0,58.857142857142854,CB,73.5,60.5,33.625,52.666666666666664,185,72,34,1000000
Kévin Théophile-Catherine,64.0,76.42857142857143,CB,73.0,63.5,53.75,66.0,183,86,31,2100000
Manuel Gulde,56.0,67.14285714285714,CB,75.0,62.0,45.625,56.333333333333336,184,80,30,2500000
Henrik Dalsgaard,67.5,69.85714285714286,CB,72.5,66.5,55.375,64.66666666666667,192,81,32,2200000
Kamil Glik,54.0,53.714285714285715,CB,71.0,58.0,37.25,51.666666666666664,190,80,33,1500000
Tony Jantschke,64.5,69.14285714285714,CB,74.5,69.0,45.5,67.66666666666667,177,76,31,2100000
Stoppila Sunzu,48.0,63.857142857142854,CB,37.0,47.5,47.5,30.666666666666668,192,80,32,
Timothée Kolodziejczak,60.0,69.28571428571429,CB,73.0,67.66666666666667,44.75,72.66666666666667,185,75,30,
Sean Morrison,48.5,48.0,CB,36.0,30.833333333333332,35.75,44.333333333333336,194,84,30,2500000
Kyle Bartley,51.0,56.857142857142854,CB,73.0,57.166666666666664,36.125,52.333333333333336,194,94,30,2500000
Jesús Molina,65.0,58.714285714285715,CB,68.0,72.33333333333333,55.75,68.0,186,77,33,1500000
Håvard Nordtveit,66.0,61.0,CB,74.0,68.0,59.75,70.66666666666667,188,83,31,2100000
Mahmut Tekdemir,68.5,68.28571428571429,CB,74.5,70.0,57.5,68.0,178,68,33,1500000
Sebastian De Maio,48.0,62.857142857142854,CB,76.0,57.666666666666664,39.75,39.666666666666664,190,90,34,1000000
Cristian Marián,55.0,59.285714285714285,CB,75.5,59.5,38.25,51.0,188,78,35,1000000
Vieirinha,74.0,66.57142857142857,CB,71.5,71.83333333333333,72.75,72.66666666666667,172,73,35,925000
Julio César Domínguez,60.5,62.57142857142857,CB,75.0,63.833333333333336,46.375,61.666666666666664,177,70,33,1500000
Jonatan Maidana,51.0,47.285714285714285,CB,37.0,54.666666666666664,44.875,42.0,185,86,36,800000
Hugo Ayala,60.0,59.714285714285715,CB,73.5,64.83333333333333,51.25,67.66666666666667,183,81,34,1000000
Barragán,66.5,69.14285714285714,CB,70.0,66.33333333333333,57.0,69.33333333333333,183,76,34,1100000
Mario Vušković,47.5,62.42857142857143,CB,71.0,53.0,34.375,41.666666666666664,189,80,19,5000000
Taras Kacharaba,56.5,66.71428571428571,CB,69.5,58.833333333333336,36.5,49.0,189,79,26,2900000
Matteo Lovato,58.5,63.57142857142857,CB,75.5,57.0,38.125,52.666666666666664,188,78,21,4900000
Ardian Ismajli,58.5,68.28571428571429,CB,75.0,57.833333333333336,35.375,52.666666666666664,185,76,25,3000000
Illia de Oliveira Barbosa,48.5,70.14285714285714,CB,74.5,56.0,40.75,60.666666666666664,186,81,19,4600000
Bruno Fuchs,67.0,68.57142857142857,CB,74.0,67.33333333333333,48.75,67.0,190,85,22,4900000
Filip Kaša,64.0,65.57142857142857,CB,72.0,63.5,41.25,56.0,191,84,27,2400000
Boško Šutalo,62.5,64.85714285714286,CB,76.5,56.833333333333336,38.5,61.0,188,72,21,4400000
Ladislav Takács,62.5,60.714285714285715,CB,71.5,62.666666666666664,52.5,58.666666666666664,190,84,25,3000000
Richard Schunke,57.0,67.42857142857143,CB,70.5,54.833333333333336,39.875,56.333333333333336,185,78,29,2200000
Javier Báez,64.0,71.0,CB,71.0,69.5,56.375,65.66666666666667,180,83,31,1900000
Miguel Brizuela,55.0,66.14285714285714,CB,70.0,56.833333333333336,41.125,60.0,181,72,24,3000000
Ben Cabango,47.5,64.57142857142857,CB,72.5,54.333333333333336,34.0,43.666666666666664,188,81,21,4900000
Tuta,66.5,68.42857142857143,CB,73.0,60.666666666666664,47.625,67.66666666666667,185,81,22,4900000
Javi Sánchez,49.5,63.0,CB,73.5,56.0,39.375,55.0,188,79,24,4900000
Julio González,55.0,73.42857142857143,CB,69.0,62.0,46.25,60.333333333333336,177,73,29,2100000
Toni Borevković,47.0,54.0,CB,72.5,53.0,37.875,51.666666666666664,194,86,24,4900000
Keven Schlotterbeck,53.0,63.285714285714285,CB,75.5,59.5,34.375,49.666666666666664,189,84,24,3000000
Sergio Barreto,47.0,69.85714285714286,CB,70.0,55.666666666666664,37.25,44.666666666666664,183,77,22,3500000
Modibo Sagnan,57.5,61.857142857142854,CB,74.0,56.666666666666664,37.625,63.0,187,77,22,4900000
Facundo Garcés,53.0,64.28571428571429,CB,74.0,63.833333333333336,41.0,51.333333333333336,188,82,22,4400000
Dejan Ljubicic,68.0,71.42857142857143,CB,70.5,65.83333333333333,57.625,69.33333333333333,187,74,24,3400000
Lukáš Štetina,62.0,53.714285714285715,CB,71.0,60.0,35.125,32.666666666666664,185,88,30,2000000
Matías de los Santos,62.0,65.71428571428571,CB,70.5,62.833333333333336,61.75,58.333333333333336,187,83,28,2200000
Andreaw Gravillon,54.5,64.14285714285714,CB,71.5,55.833333333333336,45.875,51.333333333333336,185,80,23,3200000
Nicolas Cozza,66.0,72.14285714285714,CB,73.5,63.166666666666664,44.125,63.666666666666664,178,72,22,4900000
Philipp Wiesinger,60.0,71.0,CB,73.0,65.5,54.25,61.666666666666664,181,74,27,2500000
Alan Franco,64.0,68.71428571428571,CB,36.5,50.166666666666664,40.5,51.666666666666664,183,77,25,
Artur Jorge,49.5,61.857142857142854,CB,76.0,55.166666666666664,41.0,50.0,186,79,27,2700000
Sander Asevedo Salmier,54.5,58.57142857142857,CB,73.5,55.0,35.125,48.333333333333336,188,85,28,2200000
Maxim Leitsch,64.0,71.28571428571429,CB,74.5,59.833333333333336,42.0,60.666666666666664,188,75,23,3400000
Kristian Pedersen,66.5,67.71428571428571,CB,72.0,65.16666666666667,38.625,59.333333333333336,191,83,27,2500000
Jordan Lefort,64.5,67.14285714285714,CB,72.0,64.83333333333333,34.5,65.66666666666667,184,81,28,2300000
Oualid El Hajjam,68.0,69.85714285714286,CB,74.0,67.5,48.875,67.66666666666667,180,72,30,1900000
Kainho Selva,62.0,66.14285714285714,CB,76.5,55.166666666666664,37.625,52.333333333333336,183,79,21,2400000
Carlos Cuesta,61.0,74.42857142857143,CB,69.5,58.666666666666664,35.375,54.666666666666664,182,80,22,4900000
Mikel Villanueva,62.5,67.28571428571429,CB,72.5,58.833333333333336,46.5,66.66666666666667,192,79,28,2400000
Shogo Taniguchi,60.0,66.71428571428571,CB,73.0,62.5,46.25,64.0,183,75,30,2000000
Chris Mepham,62.0,64.28571428571429,CB,37.5,62.0,42.5,56.333333333333336,191,75,23,
Gen Shoji,55.0,73.42857142857143,CB,72.5,57.666666666666664,43.0,60.333333333333336,182,76,28,2200000
Chidozie Awaziem,60.0,66.57142857142857,CB,73.0,58.333333333333336,40.5,49.0,189,77,24,4400000
Maurício,51.5,63.285714285714285,CB,70.0,58.0,49.125,56.333333333333336,183,78,29,2200000
Jannes Horn,67.5,69.71428571428571,CB,68.5,59.166666666666664,42.25,62.666666666666664,186,77,24,3100000
Hauke Wahl,63.0,67.85714285714286,CB,73.0,61.5,34.625,55.333333333333336,189,85,27,2200000
Endre Botka,56.0,68.0,CB,73.0,57.666666666666664,37.125,57.333333333333336,178,77,27,2300000
Joe Worrall,44.0,62.57142857142857,CB,72.5,55.0,33.75,52.666666666666664,190,90,24,3400000
Lyanco,59.5,60.714285714285715,CB,73.0,59.166666666666664,40.125,54.0,187,83,24,4900000
Vanderleiton,55.0,65.57142857142857,CB,72.0,59.333333333333336,51.875,61.666666666666664,180,77,21,2400000
Édundo Oliveira,48.0,63.285714285714285,CB,73.0,62.166666666666664,49.625,61.333333333333336,183,79,29,2000000
Alminho Boas,65.0,70.57142857142857,CB,70.0,66.66666666666667,43.125,62.333333333333336,180,75,25,2300000
Teixe Gaúcho,66.5,74.85714285714286,CB,71.0,67.0,49.375,68.33333333333333,188,79,21,2400000
Ailton Valpaços,63.0,69.14285714285714,CB,72.5,64.33333333333333,59.625,62.333333333333336,186,79,29,2000000
Fabiano Sonta,48.0,59.857142857142854,CB,74.5,65.16666666666667,46.75,57.666666666666664,181,82,29,2000000
Enock Kwateng,69.5,65.28571428571429,CB,71.0,62.666666666666664,42.5,68.33333333333333,181,84,24,3000000
Jean-Kévin Duverne,66.0,69.28571428571429,CB,0.0,62.5,31.25,60.666666666666664,184,71,24,
Unai Bilbao,53.5,49.57142857142857,CB,71.5,57.333333333333336,53.625,56.666666666666664,192,87,27,2100000
Joe Rodon,57.5,61.142857142857146,CB,73.0,55.5,36.0,54.666666666666664,193,76,23,4900000
Francisco Sierralta,54.5,58.42857142857143,CB,70.0,55.166666666666664,34.25,56.0,190,83,24,3400000
Mads Juel Andersen,50.5,57.57142857142857,CB,72.0,56.166666666666664,38.875,50.666666666666664,194,82,23,3400000
Diego Viera,47.5,52.0,CB,73.0,57.333333333333336,35.625,48.0,185,83,30,1900000
Mauricio Martínez,66.0,65.0,CB,71.0,65.83333333333333,57.125,66.0,183,80,28,2000000
Joaquín Laso,54.5,67.57142857142857,CB,32.5,62.333333333333336,35.625,14.0,185,79,31,1900000
Ryan Manning,70.5,71.14285714285714,CB,68.5,67.0,59.125,67.33333333333333,173,72,25,3000000
Krystian Bielik,70.5,62.714285714285715,CB,71.0,69.16666666666667,49.75,64.33333333333333,194,78,23,4900000
Marvin Schulz,72.0,69.85714285714286,CB,72.0,67.66666666666667,66.0,64.66666666666667,186,80,26,3100000
Granell,69.0,66.85714285714286,CB,65.0,72.66666666666667,70.0,75.33333333333333,175,70,33,1600000
Timo Baumgartl,50.5,60.857142857142854,CB,72.5,59.5,38.0,56.666666666666664,190,89,25,2900000
Pablo Martinez,67.5,69.57142857142857,CB,73.0,64.33333333333333,49.75,67.33333333333333,182,77,32,1500000
Anthony Briançon,52.5,64.71428571428571,CB,72.0,65.33333333333333,49.875,57.333333333333336,185,79,26,2600000
Jorge Meré,63.5,70.85714285714286,CB,72.5,58.0,39.875,55.0,182,78,24,3200000
Oliver Hüsing,51.0,55.285714285714285,CB,74.0,58.0,39.5,45.333333333333336,193,92,28,2000000
Matt Clarke,62.5,64.28571428571429,CB,72.0,64.66666666666667,41.875,55.666666666666664,185,83,25,3000000
Ryan Hollingshead,71.0,68.14285714285714,CB,70.0,69.33333333333333,57.5,67.66666666666667,185,82,30,2000000
Marcos Mauro,57.5,58.285714285714285,CB,74.5,54.166666666666664,45.125,60.0,190,84,30,1900000
Cédric Hountondji,58.5,49.714285714285715,CB,74.0,56.5,40.5,57.666666666666664,195,81,27,2500000
Sergio Vittor,66.0,56.857142857142854,CB,71.5,66.83333333333333,63.375,67.66666666666667,189,86,32,1500000
Josh Laurent,71.0,76.85714285714286,CB,69.0,55.666666666666664,57.0,19.666666666666668,188,76,26,2800000
Abdoulaye Seck,60.0,66.85714285714286,CB,67.5,58.833333333333336,46.0,63.666666666666664,192,95,29,2200000
Marlon,67.5,63.42857142857143,CB,73.0,61.0,50.25,60.666666666666664,182,80,26,3100000
Cédric Brunner,64.5,72.14285714285714,CB,73.0,63.5,50.625,64.0,180,75,27,2300000
Unai García,55.5,66.71428571428571,CB,72.5,58.833333333333336,42.625,62.666666666666664,186,81,29,2200000
Matt Miazga,58.5,59.857142857142854,CB,72.0,58.333333333333336,33.875,51.333333333333336,193,84,26,2800000
Alejandro Donatti,54.0,54.142857142857146,CB,72.5,59.0,59.625,56.0,192,86,34,750000
Diego Braghieri,58.0,62.0,CB,72.0,62.5,49.875,50.333333333333336,186,79,34,750000
Emanuel Brítez,62.5,73.0,CB,71.5,63.166666666666664,49.75,65.0,180,75,29,2000000
Lucas Villalba,70.5,74.28571428571429,CB,65.0,66.16666666666667,55.25,70.66666666666667,180,75,27,2500000
Claudio Baeza,71.0,72.71428571428571,CB,66.0,69.16666666666667,62.0,70.33333333333333,171,64,27,2700000
Daniel Bocanegra,65.5,72.42857142857143,CB,73.0,66.5,62.875,69.0,182,75,34,750000
Davide Biraschi,62.5,61.857142857142854,CB,77.0,62.166666666666664,40.125,58.333333333333336,182,72,27,2600000
Cristián Suárez,61.0,71.57142857142857,CB,72.5,66.16666666666667,44.0,66.66666666666667,179,75,34,750000
Paddy McNair,67.5,69.14285714285714,CB,74.0,67.83333333333333,61.875,66.0,183,72,26,3100000
Kwon Kyung Won,59.0,69.42857142857143,CB,74.0,62.833333333333336,43.875,63.333333333333336,188,81,29,2000000
Maxime Chanot,49.5,63.57142857142857,CB,72.0,56.166666666666664,53.25,49.666666666666664,186,84,31,1600000
Rafael Czichos,62.0,64.85714285714286,CB,72.5,61.0,50.625,62.333333333333336,187,86,31,1600000
Alexander Callens,49.0,62.857142857142854,CB,69.0,57.166666666666664,40.25,53.666666666666664,186,76,29,1700000
Darragh Lenihan,57.0,69.57142857142857,CB,72.5,62.0,48.0,58.666666666666664,188,76,27,2700000
Dimitrios Kourbelis,66.5,71.42857142857143,CB,71.0,63.833333333333336,53.0,65.66666666666667,181,74,27,2500000
Anthony Jung,65.5,73.28571428571429,CB,74.0,63.5,63.25,67.33333333333333,185,81,29,2000000
Matt Hedges,53.5,49.857142857142854,CB,35.0,13.5,33.75,32.333333333333336,193,84,31,1600000
Bigas,60.5,67.85714285714286,CB,73.5,64.33333333333333,51.25,66.66666666666667,181,78,31,1900000
Stefano Denswil,65.5,59.42857142857143,CB,72.0,66.66666666666667,62.625,65.33333333333333,188,82,28,2400000
Igor Rossi,56.5,57.857142857142854,CB,72.0,59.5,40.0,57.666666666666664,189,80,32,1500000
Patrick Bauer,47.0,45.857142857142854,CB,74.5,58.833333333333336,51.625,57.0,192,88,28,2400000
Conor Townsend,68.0,71.14285714285714,CB,72.0,62.666666666666664,52.25,65.33333333333333,183,73,28,2100000
Doneil Henry,52.0,71.42857142857143,CB,69.5,58.666666666666664,46.75,51.0,188,88,28,2200000
Tomáš Kalas,62.5,73.42857142857143,CB,70.5,63.0,44.375,60.0,184,86,28,2200000
Christopher Schindler,55.5,63.142857142857146,CB,74.0,61.166666666666664,42.125,60.0,188,77,31,1600000
Ben Gibson,51.0,61.142857142857146,CB,73.5,57.333333333333336,34.375,50.666666666666664,185,78,28,2200000
André Hoffmann,56.0,58.857142857142854,CB,72.0,64.33333333333333,40.125,59.333333333333336,190,84,28,2200000
Anthony Losilla,71.0,69.0,CB,70.0,65.33333333333333,57.75,64.66666666666667,185,80,35,650000
Jack Robinson,59.5,72.14285714285714,CB,73.0,64.33333333333333,45.25,60.666666666666664,180,67,28,2400000
Trent Sainsbury,50.0,71.57142857142857,CB,74.0,64.16666666666667,54.25,60.0,183,76,29,2000000
Marlon Pack,70.5,64.57142857142857,CB,67.0,68.5,64.625,72.66666666666667,188,76,30,2000000
Mexer,64.0,59.42857142857143,CB,73.0,63.666666666666664,50.25,55.666666666666664,186,80,33,1500000
Jagoš Vuković,53.0,49.57142857142857,CB,73.0,59.666666666666664,50.75,58.666666666666664,195,93,33,1100000
Lasse Sobiech,44.0,45.285714285714285,CB,73.5,61.833333333333336,51.125,49.333333333333336,196,91,30,1900000
Osmar,63.0,57.57142857142857,CB,71.0,64.83333333333333,64.0,68.66666666666667,192,86,33,1100000
Steve Cook,57.5,61.857142857142854,CB,73.5,60.833333333333336,41.375,57.333333333333336,185,82,30,2500000
Maxime Le Marchand,66.0,66.71428571428571,CB,71.5,63.0,44.875,72.0,185,78,32,1600000
Rúben Lima,68.5,72.57142857142857,CB,72.5,69.33333333333333,59.75,64.33333333333333,177,69,32,1700000
Diego Arismendi,68.5,63.285714285714285,CB,70.5,69.16666666666667,56.75,63.0,189,82,33,1500000
Victor Pálsson,61.0,75.42857142857143,CB,72.0,67.66666666666667,56.5,59.666666666666664,186,82,30,2000000
Tony Jantschke,64.5,69.14285714285714,CB,74.5,69.0,45.5,67.66666666666667,177,76,31,2100000
Etxeita,56.0,59.714285714285715,CB,74.0,56.166666666666664,42.25,54.0,186,78,33,1100000
Ramalho,56.0,69.14285714285714,CB,70.5,60.166666666666664,43.0,60.0,181,68,28,2400000
Bruno Ecuélé Manga,51.5,57.0,CB,70.0,60.333333333333336,41.25,62.0,188,86,33,1500000
Viktor Vasin,48.0,61.285714285714285,CB,71.0,59.666666666666664,56.25,59.0,192,83,33,1500000
Hugo Rodríguez,56.5,60.714285714285715,CB,73.0,61.333333333333336,50.5,55.0,184,79,31,1600000
Sébastien Dewaest,39.0,52.285714285714285,CB,71.5,61.5,43.625,51.666666666666664,188,91,30,1900000
Rubén Díez,53.0,64.0,CB,73.0,65.5,40.625,58.0,191,85,31,1600000
Adil Rami,58.0,58.142857142857146,CB,71.5,59.833333333333336,51.5,55.0,190,90,35,625000
Paulo Vinícius,51.0,57.0,CB,71.5,63.5,55.25,55.333333333333336,186,85,37,425000
Sebastian De Maio,48.0,62.857142857142854,CB,76.0,57.666666666666664,39.75,39.666666666666664,190,90,34,1000000
Alexandru Epureanu,58.5,49.57142857142857,CB,74.5,63.5,55.0,58.333333333333336,189,80,35,750000
Larrys Mabiala,53.5,55.285714285714285,CB,70.5,59.833333333333336,49.25,50.0,189,84,34,1100000
Radim Řezník,66.5,70.71428571428571,CB,69.5,67.0,55.25,68.0,183,82,32,1600000
Craig Cathcart,52.5,52.857142857142854,CB,75.0,62.333333333333336,42.25,56.666666666666664,190,83,32,1500000
Vieirinha,74.0,66.57142857142857,CB,71.5,71.83333333333333,72.75,72.66666666666667,172,73,35,925000
Winston Reid,41.5,50.42857142857143,CB,72.0,60.5,50.125,44.333333333333336,190,87,33,
Coke,69.5,64.0,CB,72.0,68.33333333333333,65.75,69.33333333333333,177,74,34,850000
Daniel Congré,64.0,59.42857142857143,CB,74.0,64.5,35.25,66.0,185,80,36,550000
Gökhan Gönül,71.0,72.28571428571429,CB,72.5,71.83333333333333,63.0,69.66666666666667,175,75,36,525000
Jérémy Morel,54.5,63.57142857142857,CB,73.0,67.0,51.75,61.666666666666664,172,71,37,425000
Matheus Thuler,52.0,65.28571428571429,CB,71.5,55.166666666666664,40.5,43.666666666666664,186,86,22,2700000
Arthur Theate,53.5,65.85714285714286,CB,0.0,45.5,32.5,56.0,184,79,21,
Tomás Ribeiro,48.5,68.14285714285714,CB,72.0,57.666666666666664,39.125,52.666666666666664,185,77,22,4300000
Joseph Okumu,61.0,72.28571428571429,CB,70.0,62.0,50.625,66.33333333333333,193,75,24,2600000
Tanguy Nianzou,63.5,67.42857142857143,CB,71.5,59.166666666666664,42.125,57.333333333333336,187,83,19,4200000
Stanislav Magkeev,58.5,64.57142857142857,CB,74.5,58.5,38.0,60.666666666666664,186,76,22,4000000
Eduardo Quaresma,58.0,57.57142857142857,CB,72.5,59.333333333333336,37.625,49.333333333333336,184,76,19,4200000
Kamil Piątkowski,64.5,78.14285714285714,CB,69.0,66.66666666666667,47.375,66.66666666666667,191,83,21,3900000
Tiago Esgaio,66.5,70.85714285714286,CB,72.5,68.33333333333333,58.375,60.666666666666664,175,71,26,2300000
Willyan,68.5,57.0,CB,70.0,62.5,44.25,54.666666666666664,193,86,26,2400000
Chris Richards,53.5,72.57142857142857,CB,70.0,57.666666666666664,34.875,60.666666666666664,188,87,21,4300000
Nathan Collins,58.5,63.42857142857143,CB,71.5,55.5,31.875,59.333333333333336,193,81,20,3800000
Mourtada Fall,45.5,65.71428571428571,CB,70.0,56.5,39.75,51.0,192,87,33,900000
Andrei Burcă,51.0,67.28571428571429,CB,71.0,56.333333333333336,30.5,47.333333333333336,187,82,28,1900000
Joaquín Novillo,48.0,64.42857142857143,CB,69.5,58.333333333333336,39.125,45.0,190,85,23,2600000
Nahuel Ferraresi,38.0,64.85714285714286,CB,72.5,55.333333333333336,33.0,52.0,189,80,22,3900000
Franco Russo,51.0,64.71428571428571,CB,73.5,53.166666666666664,38.25,54.0,185,78,26,2300000
Martin Erlić,51.0,56.42857142857143,CB,72.0,56.0,39.0,53.333333333333336,193,88,23,2400000
Mohamed Ali Camara,45.5,66.57142857142857,CB,69.0,54.666666666666664,38.125,54.666666666666664,191,81,24,3900000
Filip Benković,56.0,63.142857142857146,CB,70.0,62.333333333333336,47.625,54.333333333333336,194,91,24,2700000
Jaka Bijol,61.5,66.14285714285714,CB,69.5,64.0,57.875,63.0,190,85,22,3600000
Gonzalo Verdú,54.5,65.71428571428571,CB,72.5,61.833333333333336,56.5,53.333333333333336,185,80,33,1200000
